,annotated_clusters_update3,svm_prediction
exp_25221,Macrophages,Macrophages
exp_25222,vessel,vessel
exp_25223,myCAFs,myCAFs
exp_25224,tumour,tumour
exp_25225,vessel,vessel
exp_25226,tumour,tumour
exp_25227,CD4 T cells,CD4 T cells
exp_25228,tumour,tumour
exp_25229,myCAFs,myCAFs
exp_25230,tumour,tumour
exp_25231,other immune cells,other immune cells
exp_25232,tumour,tumour
exp_25233,tumour,tumour
exp_25234,tumour,tumour
exp_25235,tumour,CD4 T cells
exp_25236,tumour,tumour
exp_25237,tumour,tumour
exp_25238,myCAFs,myCAFs
exp_25239,CD4 T cells,CD4 T cells
exp_25240,CD4 T cells,CD4 T cells
exp_25241,myCAFs,myCAFs
exp_25242,tumour,tumour
exp_25243,Unknown,myCAFs
exp_25244,vessel,vessel
exp_25245,tumour,tumour
exp_25246,Monocytes,Monocytes
exp_25247,other immune cells,other immune cells
exp_25248,other immune cells,T cells
exp_25249,vessel,vessel
exp_25250,vessel,vessel
exp_25251,T cells,T cells
exp_25252,tumour,tumour
exp_25253,tumour,T cells
exp_25254,tumour,CD4 T cells
exp_25255,myCAFs,myCAFs
exp_25256,tumour,tumour
exp_25257,tumour,T cells
exp_25258,tumour,tumour
exp_25259,tumour,T cells
exp_25260,tumour,tumour
exp_25261,myCAFs,other immune cells
exp_25262,other immune cells,T cells
exp_25263,other immune cells,Dendritic cells
exp_25264,tumour,tumour
exp_25265,tumour,tumour
exp_25266,Unknown,tumour
exp_25267,tumour,tumour
exp_25268,tumour,myCAFs
exp_25269,tumour,Monocytes
exp_25270,Unknown,Monocytes
exp_25271,tumour,tumour
exp_25272,tumour,tumour
exp_25273,other immune cells,other immune cells
exp_25274,myCAFs,Dendritic cells
exp_25275,tumour,CD4 T cells
exp_25276,tumour,other immune cells
exp_25277,myCAFs,myCAFs
exp_25278,T cells,T cells
exp_25279,Unknown,tumour
exp_25280,tumour,tumour
exp_25281,tumour,tumour
exp_25282,Unknown,CD90+ CAFs
exp_25283,Unknown,myCAFs
exp_25284,tumour,tumour
exp_25285,tumour,tumour
exp_25286,tumour,Macrophages
exp_25287,tumour,other immune cells
exp_25288,T cells,T cells
exp_25289,tumour,tumour
exp_25290,Unknown,tumour
exp_25291,T cells,CD4 T cells
exp_25292,tumour,tumour
exp_25293,tumour,tumour
exp_25294,tumour,T cells
exp_25295,tumour,tumour
exp_25296,other immune cells,other immune cells
exp_25297,other immune cells,other immune cells
exp_25298,tumour,tumour
exp_25299,CD4 T cells,CD4 T cells
exp_25300,T cells,T cells
exp_25301,myCAFs,myCAFs
exp_25302,other immune cells,other immune cells
exp_25303,tumour,tumour
exp_25304,Unknown,myCAFs
exp_25305,tumour,tumour
exp_25306,myCAFs,CD4 T cells
exp_25307,myCAFs,CD90+ CAFs
exp_25308,tumour,tumour
exp_25309,Unknown,tumour
exp_25310,Monocytes,Monocytes
exp_25311,Unknown,tumour
exp_25312,tumour,tumour
exp_25313,tumour,tumour
exp_25314,vessel,vessel
exp_25315,other immune cells,other immune cells
exp_25316,myCAFs,other immune cells
exp_25317,other immune cells,other immune cells
exp_25318,tumour,tumour
exp_25319,tumour,tumour
exp_25320,tumour,tumour
exp_25321,Unknown,myCAFs
exp_25322,T cells,T cells
exp_25323,Unknown,tumour
exp_25324,tumour,Monocytes
exp_25325,tumour,tumour
exp_25326,vessel,vessel
exp_25327,vessel,vessel
exp_25328,vessel,vessel
exp_25329,tumour,tumour
exp_25330,myCAFs,other immune cells
exp_25331,vessel,vessel
exp_25332,tumour,T cells
exp_25333,vessel,vessel
exp_25334,other immune cells,other immune cells
exp_25335,tumour,tumour
exp_25336,tumour,tumour
exp_25337,Monocytes,Monocytes
exp_25338,tumour,tumour
exp_25339,myCAFs,myCAFs
exp_25340,tumour,tumour
exp_25341,tumour,tumour
exp_25342,tumour,tumour
exp_25343,tumour,tumour
exp_25344,tumour,tumour
exp_25345,myCAFs,Dendritic cells
exp_25346,myCAFs,T cells
exp_25347,myCAFs,Dendritic cells
exp_25348,CD4 T cells,CD4 T cells
exp_25349,tumour,other immune cells
exp_25350,vessel,vessel
exp_25351,Macrophages,Macrophages
exp_25352,Unknown,myCAFs
exp_25353,other immune cells,other immune cells
exp_25354,myCAFs,myCAFs
exp_25355,vessel,other immune cells
exp_25356,myCAFs,myCAFs
exp_25357,PDPN+ CAFs,PDPN+ CAFs
exp_25358,myCAFs,T cells
exp_25359,myCAFs,CD4 T cells
exp_25360,CD4 T cells,CD4 T cells
exp_25361,vessel,vessel
exp_25362,CD4 T cells,CD4 T cells
exp_25363,myCAFs,myCAFs
exp_25364,PDPN+ CAFs,CD4 T cells
exp_25365,other immune cells,other immune cells
exp_25366,CD4 T cells,CD4 T cells
exp_25367,PDPN+ CAFs,PDPN+ CAFs
exp_25368,tumour,tumour
exp_25369,tumour,tumour
exp_25370,Unknown,tumour
exp_25371,Unknown,myCAFs
exp_25372,tumour,tumour
exp_25373,vessel,vessel
exp_25374,tumour,tumour
exp_25375,tumour,tumour
exp_25376,myCAFs,PDPN+ CAFs
exp_25377,other immune cells,other immune cells
exp_25378,tumour,T cells
exp_25379,tumour,tumour
exp_25380,PDPN+ CAFs,Monocytes
exp_25381,Unknown,vessel
exp_25382,Unknown,PDPN+ CAFs
exp_25383,tumour,tumour
exp_25384,myCAFs,myCAFs
exp_25385,vessel,vessel
exp_25386,tumour,tumour
exp_25387,Unknown,tumour
exp_25388,vessel,vessel
exp_25389,tumour,tumour
exp_25390,tumour,tumour
exp_25391,tumour,tumour
exp_25392,tumour,tumour
exp_25393,myCAFs,other immune cells
exp_25394,vessel,vessel
exp_25395,vessel,vessel
exp_25396,myCAFs,myCAFs
exp_25397,myCAFs,myCAFs
exp_25398,CD4 T cells,CD4 T cells
exp_25399,tumour,Monocytes
exp_25400,tumour,tumour
exp_25401,other immune cells,PDPN+ CAFs
exp_25402,tumour,tumour
exp_25403,Unknown,myCAFs
exp_25404,tumour,tumour
exp_25405,tumour,tumour
exp_25406,tumour,CD4 T cells
exp_25407,myCAFs,myCAFs
exp_25408,CD4 T cells,CD4 T cells
exp_25409,Macrophages,Macrophages
exp_25410,other immune cells,other immune cells
exp_25411,tumour,tumour
exp_25412,myCAFs,Dendritic cells
exp_25413,Unknown,myCAFs
exp_25414,other immune cells,other immune cells
exp_25415,other immune cells,myCAFs
exp_25416,CD4 T cells,CD4 T cells
exp_25417,other immune cells,vessel
exp_25418,T cells,T cells
exp_25419,tumour,tumour
exp_25420,tumour,tumour
exp_25421,tumour,tumour
exp_25422,tumour,tumour
exp_25423,tumour,tumour
exp_25424,myCAFs,Dendritic cells
exp_25425,myCAFs,Dendritic cells
exp_25426,myCAFs,Dendritic cells
exp_25427,myCAFs,myCAFs
exp_25428,myCAFs,myCAFs
exp_25429,vessel,vessel
exp_25430,tumour,tumour
exp_25431,Unknown,myCAFs
exp_25432,vessel,vessel
exp_25433,Unknown,vessel
exp_25434,tumour,tumour
exp_25435,myCAFs,myCAFs
exp_25436,other immune cells,other immune cells
exp_25437,tumour,tumour
exp_25438,Macrophages,Macrophages
exp_25439,tumour,tumour
exp_25440,tumour,tumour
exp_25441,tumour,tumour
exp_25442,myCAFs,myCAFs
exp_25443,myCAFs,myCAFs
exp_25444,other immune cells,other immune cells
exp_25445,tumour,tumour
exp_25446,tumour,other immune cells
exp_25447,tumour,other immune cells
exp_25448,myCAFs,CD4 T cells
exp_25449,myCAFs,myCAFs
exp_25450,Unknown,tumour
exp_25451,myCAFs,myCAFs
exp_25452,tumour,tumour
exp_25453,tumour,tumour
exp_25454,Monocytes,Monocytes
exp_25455,myCAFs,Monocytes
exp_25456,vessel,vessel
exp_25457,other immune cells,other immune cells
exp_25458,T cells,T cells
exp_25459,tumour,CD4 T cells
exp_25460,other immune cells,other immune cells
exp_25461,tumour,other immune cells
exp_25462,vessel,Macrophages
exp_25463,myCAFs,other immune cells
exp_25464,tumour,tumour
exp_25465,tumour,tumour
exp_25466,other immune cells,PDPN+ CAFs
exp_25467,Monocytes,Macrophages
exp_25468,vessel,vessel
exp_25469,tumour,tumour
exp_25470,vessel,vessel
exp_25471,Macrophages,Macrophages
exp_25472,tumour,tumour
exp_25473,vessel,Monocytes
exp_25474,CD90+ CAFs,CD90+ CAFs
exp_25475,vessel,vessel
exp_25476,vessel,vessel
exp_25477,tumour,tumour
exp_25478,myCAFs,myCAFs
exp_25479,tumour,tumour
exp_25480,tumour,tumour
exp_25481,myCAFs,myCAFs
exp_25482,CD90+ CAFs,CD90+ CAFs
exp_25483,tumour,tumour
exp_25484,tumour,tumour
exp_25485,vessel,vessel
exp_25486,tumour,tumour
exp_25487,tumour,T cells
exp_25488,tumour,tumour
exp_25489,other immune cells,other immune cells
exp_25490,Monocytes,Monocytes
exp_25491,tumour,tumour
exp_25492,myCAFs,myCAFs
exp_25493,T cells,T cells
exp_25494,vessel,vessel
exp_25495,vessel,vessel
exp_25496,tumour,tumour
exp_25497,myCAFs,myCAFs
exp_25498,myCAFs,CD4 T cells
exp_25499,myCAFs,Dendritic cells
exp_25500,vessel,vessel
exp_25501,T cells,T cells
exp_25502,myCAFs,Dendritic cells
exp_25503,tumour,other immune cells
exp_25504,T cells,T cells
exp_25505,tumour,tumour
exp_25506,tumour,tumour
exp_25507,tumour,tumour
exp_25508,Unknown,myCAFs
exp_25509,myCAFs,myCAFs
exp_25510,myCAFs,CD90+ CAFs
exp_25511,Unknown,tumour
exp_25512,vessel,vessel
exp_25513,CD4 T cells,CD4 T cells
exp_25514,tumour,tumour
exp_25515,tumour,tumour
exp_25516,myCAFs,myCAFs
exp_25517,myCAFs,Macrophages
exp_25518,CD4 T cells,CD4 T cells
exp_25519,Dendritic cells,Dendritic cells
exp_25520,CD4 T cells,CD4 T cells
exp_25521,tumour,tumour
exp_25522,myCAFs,myCAFs
exp_25523,other immune cells,other immune cells
exp_25524,tumour,tumour
exp_25525,tumour,tumour
exp_25526,Unknown,CD90+ CAFs
exp_25527,myCAFs,myCAFs
exp_25528,tumour,tumour
exp_25529,tumour,tumour
exp_25530,other immune cells,other immune cells
exp_25531,other immune cells,other immune cells
exp_25532,myCAFs,other immune cells
exp_25533,tumour,tumour
exp_25534,other immune cells,other immune cells
exp_25535,tumour,tumour
exp_25536,tumour,tumour
exp_25537,myCAFs,myCAFs
exp_25538,tumour,tumour
exp_25539,tumour,tumour
exp_25540,tumour,tumour
exp_25541,tumour,tumour
exp_25542,tumour,Monocytes
exp_25543,tumour,tumour
exp_25544,tumour,tumour
exp_25545,tumour,tumour
exp_25546,PDPN+ CAFs,PDPN+ CAFs
exp_25547,tumour,tumour
exp_25548,tumour,tumour
exp_25549,tumour,tumour
exp_25550,tumour,T cells
exp_25551,vessel,other immune cells
exp_25552,myCAFs,myCAFs
exp_25553,vessel,vessel
exp_25554,myCAFs,myCAFs
exp_25555,myCAFs,myCAFs
exp_25556,PDPN+ CAFs,Macrophages
exp_25557,myCAFs,myCAFs
exp_25558,other immune cells,other immune cells
exp_25559,Unknown,other immune cells
exp_25560,myCAFs,CD4 T cells
exp_25561,T cells,T cells
exp_25562,other immune cells,other immune cells
exp_25563,tumour,tumour
exp_25564,other immune cells,other immune cells
exp_25565,Macrophages,Macrophages
exp_25566,myCAFs,other immune cells
exp_25567,Unknown,tumour
exp_25568,myCAFs,myCAFs
exp_25569,Unknown,vessel
exp_25570,Monocytes,CD90+ CAFs
exp_25571,vessel,vessel
exp_25572,tumour,tumour
exp_25573,other immune cells,other immune cells
exp_25574,myCAFs,T cells
exp_25575,vessel,vessel
exp_25576,CD4 T cells,CD4 T cells
exp_25577,tumour,other immune cells
exp_25578,tumour,CD4 T cells
exp_25579,vessel,Monocytes
exp_25580,tumour,Monocytes
exp_25581,tumour,tumour
exp_25582,Macrophages,Macrophages
exp_25583,tumour,tumour
exp_25584,myCAFs,other immune cells
exp_25585,myCAFs,myCAFs
exp_25586,Macrophages,Macrophages
exp_25587,other immune cells,other immune cells
exp_25588,Monocytes,Monocytes
exp_25589,CD4 T cells,CD4 T cells
exp_25590,myCAFs,myCAFs
exp_25591,vessel,CD4 T cells
exp_25592,vessel,vessel
exp_25593,Unknown,PDPN+ CAFs
exp_25594,tumour,tumour
exp_25595,other immune cells,other immune cells
exp_25596,other immune cells,other immune cells
exp_25597,vessel,vessel
exp_25598,tumour,tumour
exp_25599,Unknown,myCAFs
exp_25600,myCAFs,Dendritic cells
exp_25601,tumour,tumour
exp_25602,CD4 T cells,CD4 T cells
exp_25603,myCAFs,myCAFs
exp_25604,tumour,other immune cells
exp_25605,myCAFs,myCAFs
exp_25606,tumour,tumour
exp_25607,tumour,tumour
exp_25608,vessel,vessel
exp_25609,tumour,vessel
exp_25610,myCAFs,T cells
exp_25611,CD4 T cells,myCAFs
exp_25612,tumour,tumour
exp_25613,tumour,tumour
exp_25614,myCAFs,myCAFs
exp_25615,tumour,tumour
exp_25616,myCAFs,myCAFs
exp_25617,myCAFs,myCAFs
exp_25618,other immune cells,other immune cells
exp_25619,other immune cells,other immune cells
exp_25620,vessel,vessel
exp_25621,myCAFs,Dendritic cells
exp_25622,tumour,tumour
exp_25623,T cells,T cells
exp_25624,tumour,other immune cells
exp_25625,myCAFs,myCAFs
exp_25626,vessel,Monocytes
exp_25627,tumour,tumour
exp_25628,other immune cells,T cells
exp_25629,tumour,tumour
exp_25630,myCAFs,other immune cells
exp_25631,myCAFs,other immune cells
exp_25632,tumour,CD4 T cells
exp_25633,tumour,tumour
exp_25634,CD4 T cells,CD4 T cells
exp_25635,tumour,tumour
exp_25636,PDPN+ CAFs,PDPN+ CAFs
exp_25637,tumour,tumour
exp_25638,myCAFs,myCAFs
exp_25639,Monocytes,T cells
exp_25640,vessel,vessel
exp_25641,tumour,CD90+ CAFs
exp_25642,vessel,vessel
exp_25643,tumour,tumour
exp_25644,tumour,tumour
exp_25645,Unknown,vessel
exp_25646,vessel,vessel
exp_25647,tumour,tumour
exp_25648,tumour,tumour
exp_25649,myCAFs,CD90+ CAFs
exp_25650,Unknown,PDPN+ CAFs
exp_25651,tumour,tumour
exp_25652,myCAFs,Macrophages
exp_25653,other immune cells,other immune cells
exp_25654,vessel,vessel
exp_25655,other immune cells,CD4 T cells
exp_25656,tumour,Macrophages
exp_25657,myCAFs,CD90+ CAFs
exp_25658,tumour,tumour
exp_25659,other immune cells,other immune cells
exp_25660,other immune cells,other immune cells
exp_25661,tumour,tumour
exp_25662,tumour,tumour
exp_25663,tumour,tumour
exp_25664,tumour,tumour
exp_25665,vessel,vessel
exp_25666,CD4 T cells,CD4 T cells
exp_25667,vessel,vessel
exp_25668,other immune cells,vessel
exp_25669,Unknown,myCAFs
exp_25670,CD4 T cells,CD4 T cells
exp_25671,tumour,tumour
exp_25672,tumour,tumour
exp_25673,tumour,tumour
exp_25674,Unknown,myCAFs
exp_25675,tumour,tumour
exp_25676,vessel,vessel
exp_25677,tumour,tumour
exp_25678,other immune cells,CD4 T cells
exp_25679,CD4 T cells,CD4 T cells
exp_25680,myCAFs,CD4 T cells
exp_25681,tumour,tumour
exp_25682,tumour,tumour
exp_25683,vessel,other immune cells
exp_25684,other immune cells,other immune cells
exp_25685,myCAFs,T cells
exp_25686,other immune cells,vessel
exp_25687,myCAFs,Macrophages
exp_25688,tumour,tumour
exp_25689,tumour,tumour
exp_25690,myCAFs,Monocytes
exp_25691,other immune cells,other immune cells
exp_25692,Unknown,vessel
exp_25693,tumour,tumour
exp_25694,tumour,tumour
exp_25695,other immune cells,other immune cells
exp_25696,myCAFs,myCAFs
exp_25697,Monocytes,Monocytes
exp_25698,tumour,tumour
exp_25699,myCAFs,myCAFs
exp_25700,myCAFs,T cells
exp_25701,Unknown,tumour
exp_25702,tumour,tumour
exp_25703,tumour,tumour
exp_25704,myCAFs,myCAFs
exp_25705,myCAFs,CD4 T cells
exp_25706,vessel,vessel
exp_25707,tumour,tumour
exp_25708,other immune cells,other immune cells
exp_25709,myCAFs,myCAFs
exp_25710,Monocytes,Monocytes
exp_25711,myCAFs,myCAFs
exp_25712,tumour,tumour
exp_25713,tumour,tumour
exp_25714,myCAFs,CD4 T cells
exp_25715,myCAFs,CD90+ CAFs
exp_25716,vessel,vessel
exp_25717,CD4 T cells,T cells
exp_25718,myCAFs,myCAFs
exp_25719,myCAFs,myCAFs
exp_25720,other immune cells,other immune cells
exp_25721,tumour,tumour
exp_25722,PDPN+ CAFs,PDPN+ CAFs
exp_25723,Unknown,myCAFs
exp_25724,myCAFs,myCAFs
exp_25725,vessel,vessel
exp_25726,other immune cells,PDPN+ CAFs
exp_25727,tumour,tumour
exp_25728,tumour,tumour
exp_25729,tumour,other immune cells
exp_25730,myCAFs,PDPN+ CAFs
exp_25731,tumour,tumour
exp_25732,tumour,tumour
exp_25733,tumour,tumour
exp_25734,PDPN+ CAFs,PDPN+ CAFs
exp_25735,tumour,tumour
exp_25736,myCAFs,myCAFs
exp_25737,vessel,vessel
exp_25738,CD4 T cells,CD4 T cells
exp_25739,CD4 T cells,CD4 T cells
exp_25740,tumour,tumour
exp_25741,other immune cells,other immune cells
exp_25742,vessel,vessel
exp_25743,tumour,tumour
exp_25744,Unknown,PDPN+ CAFs
exp_25745,Unknown,PDPN+ CAFs
exp_25746,tumour,tumour
exp_25747,tumour,other immune cells
exp_25748,tumour,tumour
exp_25749,tumour,tumour
exp_25750,Unknown,vessel
exp_25751,tumour,tumour
exp_25752,tumour,tumour
exp_25753,tumour,tumour
exp_25754,tumour,tumour
exp_25755,tumour,tumour
exp_25756,tumour,tumour
exp_25757,myCAFs,myCAFs
exp_25758,other immune cells,other immune cells
exp_25759,other immune cells,other immune cells
exp_25760,tumour,tumour
exp_25761,tumour,tumour
exp_25762,vessel,vessel
exp_25763,PDPN+ CAFs,PDPN+ CAFs
exp_25764,tumour,tumour
exp_25765,tumour,tumour
exp_25766,myCAFs,Dendritic cells
exp_25767,T cells,T cells
exp_25768,myCAFs,myCAFs
exp_25769,myCAFs,myCAFs
exp_25770,other immune cells,other immune cells
exp_25771,tumour,other immune cells
exp_25772,tumour,tumour
exp_25773,tumour,tumour
exp_25774,vessel,vessel
exp_25775,Unknown,tumour
exp_25776,CD4 T cells,CD4 T cells
exp_25777,other immune cells,other immune cells
exp_25778,tumour,tumour
exp_25779,tumour,tumour
exp_25780,other immune cells,other immune cells
exp_25781,tumour,tumour
exp_25782,PDPN+ CAFs,other immune cells
exp_25783,other immune cells,other immune cells
exp_25784,myCAFs,other immune cells
exp_25785,tumour,other immune cells
exp_25786,other immune cells,other immune cells
exp_25787,tumour,tumour
exp_25788,tumour,tumour
exp_25789,myCAFs,myCAFs
exp_25790,other immune cells,other immune cells
exp_25791,other immune cells,other immune cells
exp_25792,myCAFs,myCAFs
exp_25793,Unknown,myCAFs
exp_25794,vessel,vessel
exp_25795,myCAFs,myCAFs
exp_25796,tumour,tumour
exp_25797,tumour,Monocytes
exp_25798,Unknown,myCAFs
exp_25799,myCAFs,CD4 T cells
exp_25800,myCAFs,other immune cells
exp_25801,other immune cells,PDPN+ CAFs
exp_25802,vessel,vessel
exp_25803,vessel,vessel
exp_25804,myCAFs,myCAFs
exp_25805,tumour,tumour
exp_25806,tumour,T cells
exp_25807,T cells,T cells
exp_25808,Unknown,other immune cells
exp_25809,myCAFs,myCAFs
exp_25810,Unknown,CD90+ CAFs
exp_25811,myCAFs,T cells
exp_25812,Unknown,tumour
exp_25813,Unknown,vessel
exp_25814,vessel,vessel
exp_25815,vessel,vessel
exp_25816,tumour,tumour
exp_25817,vessel,vessel
exp_25818,Monocytes,Monocytes
exp_25819,other immune cells,myCAFs
exp_25820,tumour,T cells
exp_25821,myCAFs,myCAFs
exp_25822,tumour,tumour
exp_25823,tumour,CD4 T cells
exp_25824,other immune cells,myCAFs
exp_25825,myCAFs,other immune cells
exp_25826,vessel,vessel
exp_25827,vessel,Monocytes
exp_25828,T cells,T cells
exp_25829,myCAFs,T cells
exp_25830,Unknown,myCAFs
exp_25831,tumour,tumour
exp_25832,other immune cells,other immune cells
exp_25833,myCAFs,other immune cells
exp_25834,Macrophages,Macrophages
exp_25835,vessel,vessel
exp_25836,myCAFs,myCAFs
exp_25837,tumour,tumour
exp_25838,myCAFs,Monocytes
exp_25839,tumour,tumour
exp_25840,tumour,tumour
exp_25841,vessel,vessel
exp_25842,tumour,tumour
exp_25843,tumour,tumour
exp_25844,myCAFs,myCAFs
exp_25845,vessel,vessel
exp_25846,Unknown,PDPN+ CAFs
exp_25847,other immune cells,other immune cells
exp_25848,tumour,tumour
exp_25849,other immune cells,other immune cells
exp_25850,tumour,tumour
exp_25851,Macrophages,Macrophages
exp_25852,T cells,T cells
exp_25853,myCAFs,myCAFs
exp_25854,Unknown,myCAFs
exp_25855,tumour,tumour
exp_25856,vessel,vessel
exp_25857,vessel,vessel
exp_25858,myCAFs,myCAFs
exp_25859,tumour,tumour
exp_25860,myCAFs,Monocytes
exp_25861,tumour,tumour
exp_25862,tumour,Monocytes
exp_25863,myCAFs,myCAFs
exp_25864,myCAFs,myCAFs
exp_25865,other immune cells,other immune cells
exp_25866,tumour,tumour
exp_25867,tumour,tumour
exp_25868,PDPN+ CAFs,PDPN+ CAFs
exp_25869,tumour,tumour
exp_25870,vessel,vessel
exp_25871,myCAFs,other immune cells
exp_25872,PDPN+ CAFs,PDPN+ CAFs
exp_25873,other immune cells,vessel
exp_25874,vessel,vessel
exp_25875,tumour,tumour
exp_25876,tumour,tumour
exp_25877,vessel,vessel
exp_25878,Monocytes,Monocytes
exp_25879,Unknown,vessel
exp_25880,Unknown,PDPN+ CAFs
exp_25881,CD4 T cells,CD4 T cells
exp_25882,tumour,tumour
exp_25883,PDPN+ CAFs,PDPN+ CAFs
exp_25884,myCAFs,myCAFs
exp_25885,myCAFs,PDPN+ CAFs
exp_25886,other immune cells,other immune cells
exp_25887,vessel,vessel
exp_25888,tumour,tumour
exp_25889,Macrophages,Macrophages
exp_25890,myCAFs,myCAFs
exp_25891,myCAFs,myCAFs
exp_25892,tumour,Macrophages
exp_25893,Unknown,PDPN+ CAFs
exp_25894,tumour,tumour
exp_25895,tumour,tumour
exp_25896,tumour,T cells
exp_25897,myCAFs,other immune cells
exp_25898,myCAFs,Macrophages
exp_25899,tumour,Macrophages
exp_25900,tumour,CD4 T cells
exp_25901,Monocytes,Monocytes
exp_25902,tumour,tumour
exp_25903,other immune cells,other immune cells
exp_25904,other immune cells,CD4 T cells
exp_25905,myCAFs,CD4 T cells
exp_25906,vessel,vessel
exp_25907,T cells,T cells
exp_25908,myCAFs,Macrophages
exp_25909,tumour,T cells
exp_25910,tumour,tumour
exp_25911,myCAFs,myCAFs
exp_25912,myCAFs,myCAFs
exp_25913,PDPN+ CAFs,PDPN+ CAFs
exp_25914,myCAFs,Monocytes
exp_25915,tumour,other immune cells
exp_25916,tumour,tumour
exp_25917,myCAFs,myCAFs
exp_25918,tumour,CD90+ CAFs
exp_25919,myCAFs,myCAFs
exp_25920,Macrophages,Macrophages
exp_25921,CD4 T cells,CD4 T cells
exp_25922,tumour,tumour
exp_25923,myCAFs,T cells
exp_25924,Macrophages,Macrophages
exp_25925,other immune cells,other immune cells
exp_25926,Macrophages,Macrophages
exp_25927,other immune cells,other immune cells
exp_25928,vessel,vessel
exp_25929,myCAFs,myCAFs
exp_25930,myCAFs,Macrophages
exp_25931,tumour,tumour
exp_25932,Unknown,myCAFs
exp_25933,tumour,tumour
exp_25934,tumour,tumour
exp_25935,tumour,tumour
exp_25936,other immune cells,other immune cells
