,annotated_clusters_update3,svm_prediction
exp_24343,tumour,tumour
exp_24344,tumour,tumour
exp_24345,myCAFs,CD4 T cells
exp_24346,other immune cells,other immune cells
exp_24347,myCAFs,myCAFs
exp_24348,other immune cells,other immune cells
exp_24349,tumour,tumour
exp_24350,tumour,tumour
exp_24351,tumour,tumour
exp_24352,myCAFs,CD90+ CAFs
exp_24353,tumour,tumour
exp_24354,myCAFs,CD4 T cells
exp_24355,tumour,tumour
exp_24356,CD4 T cells,CD4 T cells
exp_24357,other immune cells,other immune cells
exp_24358,Dendritic cells,Dendritic cells
exp_24359,myCAFs,myCAFs
exp_24360,tumour,tumour
exp_24361,tumour,tumour
exp_24362,tumour,tumour
exp_24363,other immune cells,Macrophages
exp_24364,PDPN+ CAFs,PDPN+ CAFs
exp_24365,myCAFs,myCAFs
exp_24366,tumour,tumour
exp_24367,vessel,vessel
exp_24368,tumour,tumour
exp_24369,myCAFs,T cells
exp_24370,other immune cells,other immune cells
exp_24371,vessel,vessel
exp_24372,myCAFs,Monocytes
exp_24373,tumour,other immune cells
exp_24374,tumour,tumour
exp_24375,CD4 T cells,CD4 T cells
exp_24376,tumour,tumour
exp_24377,tumour,tumour
exp_24378,other immune cells,Macrophages
exp_24379,other immune cells,myCAFs
exp_24380,Dendritic cells,Dendritic cells
exp_24381,vessel,vessel
exp_24382,tumour,tumour
exp_24383,PDPN+ CAFs,PDPN+ CAFs
exp_24384,tumour,tumour
exp_24385,tumour,tumour
exp_24386,tumour,tumour
exp_24387,tumour,tumour
exp_24388,tumour,tumour
exp_24389,myCAFs,myCAFs
exp_24390,tumour,other immune cells
exp_24391,tumour,CD4 T cells
exp_24392,tumour,tumour
exp_24393,tumour,tumour
exp_24394,tumour,tumour
exp_24395,tumour,tumour
exp_24396,tumour,tumour
exp_24397,tumour,tumour
exp_24398,Macrophages,Macrophages
exp_24399,tumour,tumour
exp_24400,other immune cells,vessel
exp_24401,tumour,T cells
exp_24402,tumour,tumour
exp_24403,tumour,tumour
exp_24404,other immune cells,other immune cells
exp_24405,myCAFs,myCAFs
exp_24406,other immune cells,T cells
exp_24407,other immune cells,other immune cells
exp_24408,T cells,T cells
exp_24409,tumour,tumour
exp_24410,tumour,tumour
exp_24411,tumour,tumour
exp_24412,tumour,tumour
exp_24413,tumour,tumour
exp_24414,myCAFs,CD4 T cells
exp_24415,PDPN+ CAFs,PDPN+ CAFs
exp_24416,tumour,tumour
exp_24417,myCAFs,myCAFs
exp_24418,myCAFs,CD4 T cells
exp_24419,vessel,vessel
exp_24420,tumour,tumour
exp_24421,tumour,tumour
exp_24422,myCAFs,Macrophages
exp_24423,tumour,Macrophages
exp_24424,tumour,other immune cells
exp_24425,other immune cells,other immune cells
exp_24426,myCAFs,CD4 T cells
exp_24427,other immune cells,other immune cells
exp_24428,vessel,vessel
exp_24429,tumour,tumour
exp_24430,tumour,tumour
exp_24431,tumour,tumour
exp_24432,Macrophages,Macrophages
exp_24433,tumour,T cells
exp_24434,tumour,tumour
exp_24435,tumour,tumour
exp_24436,vessel,vessel
exp_24437,other immune cells,other immune cells
exp_24438,tumour,tumour
exp_24439,tumour,tumour
exp_24440,CD4 T cells,CD4 T cells
exp_24441,vessel,vessel
exp_24442,tumour,tumour
exp_24443,tumour,tumour
exp_24444,myCAFs,other immune cells
exp_24445,other immune cells,other immune cells
exp_24446,vessel,vessel
exp_24447,tumour,tumour
exp_24448,tumour,tumour
exp_24449,myCAFs,myCAFs
exp_24450,Unknown,tumour
exp_24451,tumour,tumour
exp_24452,Unknown,tumour
exp_24453,tumour,CD4 T cells
exp_24454,tumour,tumour
exp_24455,tumour,tumour
exp_24456,tumour,tumour
exp_24457,tumour,tumour
exp_24458,CD4 T cells,CD4 T cells
exp_24459,tumour,tumour
exp_24460,myCAFs,other immune cells
exp_24461,tumour,other immune cells
exp_24462,vessel,vessel
exp_24463,tumour,tumour
exp_24464,tumour,tumour
exp_24465,tumour,tumour
exp_24466,tumour,tumour
exp_24467,tumour,tumour
exp_24468,PDPN+ CAFs,CD4 T cells
exp_24469,Monocytes,Monocytes
exp_24470,myCAFs,Monocytes
exp_24471,myCAFs,Monocytes
exp_24472,tumour,tumour
exp_24473,CD4 T cells,CD4 T cells
exp_24474,myCAFs,T cells
exp_24475,myCAFs,Macrophages
exp_24476,other immune cells,myCAFs
exp_24477,Unknown,myCAFs
exp_24478,tumour,tumour
exp_24479,tumour,tumour
exp_24480,tumour,tumour
exp_24481,Unknown,tumour
exp_24482,tumour,tumour
exp_24483,other immune cells,PDPN+ CAFs
exp_24484,tumour,tumour
exp_24485,other immune cells,other immune cells
exp_24486,tumour,other immune cells
exp_24487,myCAFs,other immune cells
exp_24488,myCAFs,CD4 T cells
exp_24489,tumour,tumour
exp_24490,tumour,tumour
exp_24491,tumour,vessel
exp_24492,tumour,tumour
exp_24493,tumour,tumour
exp_24494,tumour,myCAFs
exp_24495,Unknown,tumour
exp_24496,Unknown,Macrophages
exp_24497,tumour,tumour
exp_24498,tumour,tumour
exp_24499,tumour,tumour
exp_24500,tumour,tumour
exp_24501,vessel,vessel
exp_24502,tumour,tumour
exp_24503,tumour,tumour
exp_24504,tumour,tumour
exp_24505,tumour,tumour
exp_24506,tumour,T cells
exp_24507,tumour,tumour
exp_24508,CD90+ CAFs,CD90+ CAFs
exp_24509,tumour,tumour
exp_24510,Unknown,tumour
exp_24511,Unknown,tumour
exp_24512,Unknown,tumour
exp_24513,tumour,tumour
exp_24514,tumour,T cells
exp_24515,myCAFs,myCAFs
exp_24516,other immune cells,other immune cells
exp_24517,other immune cells,myCAFs
exp_24518,vessel,vessel
exp_24519,vessel,vessel
exp_24520,tumour,tumour
exp_24521,Unknown,myCAFs
exp_24522,Unknown,myCAFs
exp_24523,myCAFs,myCAFs
exp_24524,other immune cells,other immune cells
exp_24525,Unknown,vessel
exp_24526,CD4 T cells,CD4 T cells
exp_24527,CD4 T cells,CD4 T cells
exp_24528,vessel,vessel
exp_24529,tumour,tumour
exp_24530,tumour,tumour
exp_24531,tumour,tumour
exp_24532,tumour,tumour
exp_24533,tumour,tumour
exp_24534,tumour,tumour
exp_24535,tumour,tumour
exp_24536,tumour,tumour
exp_24537,tumour,tumour
exp_24538,myCAFs,myCAFs
exp_24539,tumour,tumour
exp_24540,tumour,tumour
exp_24541,tumour,tumour
exp_24542,myCAFs,Macrophages
exp_24543,other immune cells,other immune cells
exp_24544,tumour,tumour
exp_24545,tumour,tumour
exp_24546,tumour,tumour
exp_24547,tumour,tumour
exp_24548,CD4 T cells,CD4 T cells
exp_24549,Unknown,tumour
exp_24550,tumour,tumour
exp_24551,vessel,vessel
exp_24552,myCAFs,T cells
exp_24553,tumour,tumour
exp_24554,tumour,tumour
exp_24555,tumour,tumour
exp_24556,tumour,T cells
exp_24557,vessel,vessel
exp_24558,CD4 T cells,CD4 T cells
exp_24559,tumour,tumour
exp_24560,CD4 T cells,CD4 T cells
exp_24561,tumour,tumour
exp_24562,other immune cells,myCAFs
exp_24563,myCAFs,other immune cells
exp_24564,vessel,vessel
exp_24565,other immune cells,Macrophages
exp_24566,tumour,tumour
exp_24567,tumour,tumour
exp_24568,tumour,tumour
exp_24569,tumour,tumour
exp_24570,tumour,tumour
exp_24571,tumour,tumour
exp_24572,CD4 T cells,CD4 T cells
exp_24573,other immune cells,other immune cells
exp_24574,vessel,vessel
exp_24575,other immune cells,other immune cells
exp_24576,tumour,tumour
exp_24577,vessel,vessel
exp_24578,tumour,tumour
exp_24579,myCAFs,myCAFs
exp_24580,tumour,other immune cells
exp_24581,myCAFs,CD4 T cells
exp_24582,vessel,vessel
exp_24583,other immune cells,other immune cells
exp_24584,vessel,vessel
exp_24585,tumour,tumour
exp_24586,tumour,tumour
exp_24587,tumour,tumour
exp_24588,tumour,tumour
exp_24589,Unknown,tumour
exp_24590,tumour,tumour
exp_24591,tumour,tumour
exp_24592,tumour,tumour
exp_24593,tumour,tumour
exp_24594,vessel,vessel
exp_24595,tumour,tumour
exp_24596,other immune cells,Monocytes
exp_24597,tumour,tumour
exp_24598,tumour,tumour
exp_24599,tumour,tumour
exp_24600,other immune cells,other immune cells
exp_24601,other immune cells,other immune cells
exp_24602,tumour,other immune cells
exp_24603,tumour,other immune cells
exp_24604,T cells,T cells
exp_24605,tumour,tumour
exp_24606,tumour,tumour
exp_24607,tumour,tumour
exp_24608,tumour,tumour
exp_24609,Monocytes,CD4 T cells
exp_24610,tumour,tumour
exp_24611,Unknown,Macrophages
exp_24612,vessel,vessel
exp_24613,tumour,tumour
exp_24614,tumour,tumour
exp_24615,other immune cells,other immune cells
exp_24616,tumour,tumour
exp_24617,CD4 T cells,CD4 T cells
exp_24618,tumour,tumour
exp_24619,other immune cells,other immune cells
exp_24620,vessel,vessel
exp_24621,other immune cells,other immune cells
exp_24622,tumour,tumour
exp_24623,tumour,other immune cells
exp_24624,tumour,tumour
exp_24625,tumour,tumour
exp_24626,tumour,tumour
exp_24627,tumour,tumour
exp_24628,tumour,tumour
exp_24629,Unknown,tumour
exp_24630,tumour,tumour
exp_24631,tumour,tumour
exp_24632,tumour,tumour
exp_24633,tumour,tumour
exp_24634,tumour,tumour
exp_24635,tumour,tumour
exp_24636,myCAFs,myCAFs
exp_24637,other immune cells,other immune cells
exp_24638,tumour,tumour
exp_24639,tumour,tumour
exp_24640,tumour,tumour
exp_24641,myCAFs,myCAFs
exp_24642,Unknown,Macrophages
exp_24643,vessel,vessel
exp_24644,other immune cells,vessel
exp_24645,tumour,T cells
exp_24646,CD4 T cells,CD4 T cells
exp_24647,T cells,T cells
exp_24648,vessel,vessel
exp_24649,tumour,tumour
exp_24650,tumour,tumour
exp_24651,tumour,tumour
exp_24652,Macrophages,Macrophages
exp_24653,tumour,tumour
exp_24654,tumour,tumour
exp_24655,tumour,tumour
exp_24656,myCAFs,CD90+ CAFs
exp_24657,tumour,tumour
exp_24658,vessel,vessel
exp_24659,tumour,tumour
exp_24660,other immune cells,other immune cells
exp_24661,other immune cells,T cells
exp_24662,other immune cells,other immune cells
exp_24663,tumour,tumour
exp_24664,tumour,tumour
exp_24665,tumour,tumour
exp_24666,tumour,CD4 T cells
exp_24667,tumour,tumour
exp_24668,tumour,tumour
exp_24669,vessel,vessel
exp_24670,vessel,vessel
exp_24671,tumour,PDPN+ CAFs
exp_24672,tumour,tumour
exp_24673,tumour,other immune cells
exp_24674,tumour,tumour
exp_24675,tumour,tumour
exp_24676,tumour,tumour
exp_24677,tumour,tumour
exp_24678,tumour,tumour
exp_24679,CD4 T cells,CD4 T cells
exp_24680,tumour,CD4 T cells
exp_24681,T cells,T cells
exp_24682,other immune cells,other immune cells
exp_24683,other immune cells,other immune cells
exp_24684,Unknown,Macrophages
exp_24685,other immune cells,other immune cells
exp_24686,tumour,tumour
exp_24687,tumour,T cells
exp_24688,myCAFs,other immune cells
exp_24689,tumour,tumour
exp_24690,tumour,tumour
exp_24691,Unknown,tumour
exp_24692,Unknown,myCAFs
exp_24693,other immune cells,other immune cells
exp_24694,tumour,tumour
exp_24695,tumour,tumour
exp_24696,myCAFs,Macrophages
exp_24697,tumour,tumour
exp_24698,tumour,tumour
exp_24699,tumour,tumour
exp_24700,tumour,tumour
exp_24701,myCAFs,myCAFs
exp_24702,other immune cells,Monocytes
exp_24703,myCAFs,CD90+ CAFs
exp_24704,Unknown,tumour
exp_24705,vessel,vessel
exp_24706,CD4 T cells,CD4 T cells
exp_24707,tumour,tumour
exp_24708,PDPN+ CAFs,PDPN+ CAFs
exp_24709,myCAFs,other immune cells
exp_24710,tumour,T cells
exp_24711,tumour,tumour
exp_24712,tumour,tumour
exp_24713,tumour,tumour
exp_24714,tumour,tumour
exp_24715,Unknown,other immune cells
exp_24716,myCAFs,myCAFs
exp_24717,tumour,tumour
exp_24718,CD4 T cells,CD4 T cells
exp_24719,tumour,tumour
exp_24720,tumour,tumour
exp_24721,myCAFs,Macrophages
exp_24722,vessel,vessel
exp_24723,Unknown,tumour
exp_24724,tumour,tumour
exp_24725,other immune cells,other immune cells
exp_24726,tumour,tumour
exp_24727,myCAFs,myCAFs
exp_24728,CD90+ CAFs,CD90+ CAFs
exp_24729,myCAFs,CD90+ CAFs
exp_24730,tumour,tumour
exp_24731,myCAFs,myCAFs
exp_24732,tumour,tumour
exp_24733,tumour,tumour
exp_24734,other immune cells,other immune cells
exp_24735,T cells,T cells
exp_24736,other immune cells,other immune cells
exp_24737,tumour,tumour
exp_24738,tumour,tumour
exp_24739,tumour,tumour
exp_24740,tumour,tumour
exp_24741,tumour,tumour
exp_24742,tumour,tumour
exp_24743,tumour,tumour
exp_24744,tumour,CD4 T cells
exp_24745,myCAFs,Macrophages
exp_24746,tumour,tumour
exp_24747,tumour,tumour
exp_24748,tumour,tumour
exp_24749,tumour,tumour
exp_24750,tumour,CD4 T cells
exp_24751,tumour,tumour
exp_24752,Unknown,PDPN+ CAFs
exp_24753,tumour,tumour
exp_24754,myCAFs,myCAFs
exp_24755,Macrophages,Macrophages
exp_24756,myCAFs,myCAFs
exp_24757,vessel,CD4 T cells
exp_24758,tumour,tumour
exp_24759,tumour,tumour
exp_24760,tumour,tumour
exp_24761,tumour,tumour
exp_24762,tumour,tumour
exp_24763,vessel,vessel
exp_24764,Monocytes,Monocytes
exp_24765,tumour,tumour
exp_24766,Unknown,myCAFs
exp_24767,tumour,tumour
exp_24768,Macrophages,Macrophages
exp_24769,CD4 T cells,CD4 T cells
exp_24770,CD4 T cells,CD4 T cells
exp_24771,tumour,tumour
exp_24772,myCAFs,Monocytes
exp_24773,tumour,tumour
exp_24774,PDPN+ CAFs,CD4 T cells
exp_24775,myCAFs,other immune cells
exp_24776,other immune cells,other immune cells
exp_24777,other immune cells,other immune cells
exp_24778,CD4 T cells,CD4 T cells
exp_24779,tumour,tumour
exp_24780,tumour,tumour
exp_24781,tumour,tumour
exp_24782,tumour,tumour
exp_24783,tumour,tumour
exp_24784,tumour,tumour
exp_24785,tumour,tumour
exp_24786,other immune cells,other immune cells
exp_24787,myCAFs,myCAFs
exp_24788,tumour,tumour
exp_24789,tumour,T cells
exp_24790,T cells,T cells
exp_24791,vessel,vessel
exp_24792,tumour,tumour
exp_24793,tumour,tumour
exp_24794,Unknown,vessel
exp_24795,tumour,tumour
exp_24796,vessel,vessel
exp_24797,T cells,T cells
exp_24798,tumour,tumour
exp_24799,myCAFs,myCAFs
exp_24800,tumour,T cells
exp_24801,vessel,vessel
exp_24802,tumour,tumour
exp_24803,tumour,tumour
exp_24804,tumour,tumour
exp_24805,tumour,tumour
exp_24806,tumour,tumour
exp_24807,tumour,tumour
exp_24808,tumour,tumour
exp_24809,CD4 T cells,CD4 T cells
exp_24810,vessel,vessel
exp_24811,vessel,vessel
exp_24812,tumour,other immune cells
exp_24813,tumour,tumour
exp_24814,tumour,tumour
exp_24815,tumour,Macrophages
exp_24816,tumour,tumour
exp_24817,CD4 T cells,CD4 T cells
exp_24818,vessel,vessel
exp_24819,tumour,tumour
exp_24820,tumour,tumour
exp_24821,myCAFs,Dendritic cells
exp_24822,tumour,tumour
exp_24823,tumour,CD4 T cells
exp_24824,tumour,tumour
exp_24825,other immune cells,other immune cells
exp_24826,vessel,other immune cells
exp_24827,other immune cells,other immune cells
exp_24828,tumour,tumour
exp_24829,PDPN+ CAFs,PDPN+ CAFs
exp_24830,tumour,tumour
exp_24831,tumour,tumour
exp_24832,tumour,tumour
exp_24833,Unknown,other immune cells
exp_24834,Unknown,vessel
exp_24835,Unknown,tumour
exp_24836,other immune cells,other immune cells
exp_24837,tumour,tumour
exp_24838,tumour,tumour
exp_24839,myCAFs,other immune cells
exp_24840,Macrophages,Macrophages
exp_24841,myCAFs,myCAFs
exp_24842,tumour,tumour
exp_24843,tumour,tumour
exp_24844,tumour,tumour
exp_24845,tumour,tumour
exp_24846,myCAFs,myCAFs
exp_24847,myCAFs,myCAFs
exp_24848,Unknown,tumour
exp_24849,tumour,vessel
exp_24850,tumour,tumour
exp_24851,tumour,tumour
exp_24852,other immune cells,other immune cells
exp_24853,Unknown,other immune cells
exp_24854,tumour,tumour
exp_24855,tumour,tumour
exp_24856,PDPN+ CAFs,PDPN+ CAFs
exp_24857,tumour,other immune cells
exp_24858,Unknown,tumour
exp_24859,vessel,vessel
exp_24860,tumour,tumour
exp_24861,tumour,tumour
exp_24862,tumour,tumour
exp_24863,vessel,vessel
exp_24864,tumour,tumour
exp_24865,tumour,tumour
exp_24866,tumour,tumour
exp_24867,other immune cells,other immune cells
exp_24868,tumour,tumour
exp_24869,tumour,tumour
exp_24870,tumour,tumour
exp_24871,tumour,tumour
exp_24872,Unknown,other immune cells
exp_24873,Unknown,tumour
exp_24874,tumour,other immune cells
exp_24875,tumour,tumour
exp_24876,myCAFs,Dendritic cells
exp_24877,PDPN+ CAFs,T cells
exp_24878,tumour,tumour
exp_24879,myCAFs,other immune cells
exp_24880,myCAFs,myCAFs
exp_24881,PDPN+ CAFs,CD4 T cells
exp_24882,tumour,tumour
exp_24883,tumour,tumour
exp_24884,tumour,tumour
exp_24885,tumour,tumour
exp_24886,tumour,tumour
exp_24887,myCAFs,other immune cells
exp_24888,tumour,CD4 T cells
exp_24889,other immune cells,T cells
exp_24890,Unknown,myCAFs
exp_24891,tumour,tumour
exp_24892,tumour,tumour
exp_24893,tumour,CD90+ CAFs
exp_24894,Unknown,Macrophages
exp_24895,tumour,tumour
exp_24896,tumour,tumour
exp_24897,tumour,tumour
exp_24898,tumour,T cells
exp_24899,vessel,vessel
exp_24900,vessel,vessel
exp_24901,tumour,tumour
exp_24902,tumour,tumour
exp_24903,tumour,tumour
exp_24904,myCAFs,CD4 T cells
exp_24905,other immune cells,other immune cells
exp_24906,vessel,vessel
exp_24907,Unknown,vessel
exp_24908,vessel,vessel
exp_24909,tumour,tumour
exp_24910,tumour,tumour
exp_24911,tumour,tumour
exp_24912,other immune cells,other immune cells
exp_24913,tumour,tumour
exp_24914,other immune cells,vessel
exp_24915,tumour,tumour
exp_24916,myCAFs,myCAFs
exp_24917,myCAFs,myCAFs
exp_24918,other immune cells,tumour
exp_24919,tumour,CD4 T cells
exp_24920,vessel,other immune cells
exp_24921,tumour,tumour
exp_24922,tumour,tumour
exp_24923,Unknown,myCAFs
exp_24924,Unknown,Monocytes
exp_24925,other immune cells,CD4 T cells
exp_24926,other immune cells,other immune cells
exp_24927,CD4 T cells,CD4 T cells
exp_24928,other immune cells,vessel
exp_24929,vessel,vessel
exp_24930,PDPN+ CAFs,PDPN+ CAFs
exp_24931,CD4 T cells,CD4 T cells
exp_24932,tumour,tumour
exp_24933,tumour,tumour
exp_24934,tumour,tumour
exp_24935,CD4 T cells,CD4 T cells
exp_24936,tumour,tumour
exp_24937,tumour,tumour
exp_24938,tumour,tumour
exp_24939,tumour,Monocytes
exp_24940,tumour,tumour
exp_24941,tumour,tumour
exp_24942,Unknown,myCAFs
exp_24943,tumour,tumour
exp_24944,tumour,tumour
exp_24945,myCAFs,Macrophages
exp_24946,CD4 T cells,CD4 T cells
exp_24947,other immune cells,other immune cells
exp_24948,Unknown,myCAFs
exp_24949,tumour,tumour
exp_24950,tumour,tumour
exp_24951,PDPN+ CAFs,PDPN+ CAFs
exp_24952,CD4 T cells,CD4 T cells
exp_24953,tumour,tumour
exp_24954,CD4 T cells,CD4 T cells
exp_24955,tumour,tumour
exp_24956,tumour,tumour
exp_24957,tumour,tumour
exp_24958,tumour,tumour
exp_24959,tumour,tumour
exp_24960,tumour,other immune cells
exp_24961,tumour,tumour
exp_24962,myCAFs,myCAFs
exp_24963,tumour,tumour
exp_24964,T cells,T cells
exp_24965,tumour,tumour
exp_24966,Unknown,tumour
exp_24967,Unknown,vessel
exp_24968,myCAFs,CD4 T cells
exp_24969,myCAFs,myCAFs
exp_24970,CD4 T cells,CD4 T cells
exp_24971,CD4 T cells,CD4 T cells
exp_24972,vessel,other immune cells
exp_24973,CD4 T cells,CD4 T cells
exp_24974,myCAFs,myCAFs
exp_24975,tumour,tumour
exp_24976,tumour,tumour
exp_24977,tumour,tumour
exp_24978,vessel,vessel
exp_24979,vessel,vessel
exp_24980,tumour,tumour
exp_24981,tumour,tumour
exp_24982,CD4 T cells,CD4 T cells
exp_24983,myCAFs,myCAFs
exp_24984,vessel,vessel
exp_24985,tumour,tumour
exp_24986,myCAFs,other immune cells
exp_24987,tumour,other immune cells
exp_24988,vessel,vessel
exp_24989,other immune cells,other immune cells
exp_24990,other immune cells,Macrophages
exp_24991,myCAFs,Macrophages
exp_24992,T cells,T cells
exp_24993,tumour,tumour
exp_24994,vessel,vessel
exp_24995,Unknown,myCAFs
exp_24996,tumour,tumour
exp_24997,tumour,tumour
exp_24998,tumour,tumour
exp_24999,other immune cells,other immune cells
exp_25000,tumour,T cells
exp_25001,Unknown,vessel
exp_25002,vessel,vessel
exp_25003,Monocytes,Monocytes
exp_25004,T cells,T cells
exp_25005,tumour,tumour
exp_25006,tumour,T cells
exp_25007,myCAFs,CD4 T cells
exp_25008,CD4 T cells,CD4 T cells
exp_25009,vessel,vessel
exp_25010,vessel,vessel
exp_25011,myCAFs,CD4 T cells
exp_25012,myCAFs,myCAFs
exp_25013,tumour,tumour
exp_25014,Macrophages,Macrophages
exp_25015,tumour,tumour
exp_25016,myCAFs,myCAFs
exp_25017,Unknown,other immune cells
exp_25018,tumour,T cells
exp_25019,other immune cells,other immune cells
exp_25020,CD4 T cells,CD4 T cells
exp_25021,tumour,tumour
exp_25022,Unknown,Macrophages
exp_25023,tumour,tumour
exp_25024,tumour,tumour
exp_25025,Unknown,PDPN+ CAFs
exp_25026,vessel,vessel
exp_25027,tumour,tumour
exp_25028,tumour,tumour
exp_25029,tumour,tumour
exp_25030,Unknown,myCAFs
exp_25031,tumour,tumour
exp_25032,tumour,tumour
exp_25033,tumour,tumour
exp_25034,tumour,tumour
exp_25035,other immune cells,other immune cells
exp_25036,Unknown,vessel
exp_25037,tumour,tumour
exp_25038,tumour,tumour
exp_25039,CD4 T cells,CD4 T cells
exp_25040,Unknown,tumour
exp_25041,vessel,vessel
exp_25042,tumour,tumour
exp_25043,tumour,CD4 T cells
exp_25044,tumour,tumour
exp_25045,tumour,tumour
exp_25046,myCAFs,Macrophages
exp_25047,other immune cells,T cells
exp_25048,tumour,tumour
exp_25049,myCAFs,myCAFs
exp_25050,CD4 T cells,T cells
exp_25051,CD4 T cells,CD4 T cells
exp_25052,tumour,tumour
exp_25053,tumour,Monocytes
exp_25054,tumour,tumour
exp_25055,vessel,vessel
exp_25056,tumour,tumour
exp_25057,tumour,tumour
exp_25058,tumour,tumour
exp_25059,myCAFs,Dendritic cells
exp_25060,tumour,tumour
exp_25061,tumour,tumour
exp_25062,Monocytes,Monocytes
exp_25063,tumour,tumour
exp_25064,tumour,tumour
exp_25065,myCAFs,myCAFs
exp_25066,CD4 T cells,CD4 T cells
exp_25067,T cells,T cells
exp_25068,myCAFs,myCAFs
exp_25069,tumour,tumour
exp_25070,PDPN+ CAFs,T cells
exp_25071,other immune cells,other immune cells
exp_25072,tumour,tumour
exp_25073,tumour,tumour
exp_25074,tumour,tumour
exp_25075,myCAFs,T cells
exp_25076,tumour,tumour
exp_25077,vessel,vessel
exp_25078,tumour,tumour
exp_25079,Unknown,myCAFs
exp_25080,tumour,other immune cells
exp_25081,other immune cells,Dendritic cells
exp_25082,other immune cells,other immune cells
exp_25083,myCAFs,myCAFs
exp_25084,tumour,tumour
exp_25085,tumour,tumour
exp_25086,Unknown,Monocytes
exp_25087,tumour,tumour
exp_25088,myCAFs,T cells
exp_25089,other immune cells,other immune cells
exp_25090,tumour,tumour
exp_25091,other immune cells,other immune cells
exp_25092,tumour,tumour
exp_25093,myCAFs,Monocytes
exp_25094,tumour,tumour
exp_25095,tumour,tumour
exp_25096,Monocytes,Monocytes
exp_25097,tumour,tumour
exp_25098,tumour,tumour
exp_25099,tumour,tumour
exp_25100,myCAFs,T cells
exp_25101,myCAFs,myCAFs
exp_25102,tumour,tumour
exp_25103,tumour,tumour
exp_25104,tumour,tumour
exp_25105,tumour,tumour
exp_25106,tumour,tumour
exp_25107,tumour,CD4 T cells
exp_25108,tumour,tumour
exp_25109,tumour,tumour
exp_25110,tumour,tumour
exp_25111,tumour,other immune cells
exp_25112,Unknown,other immune cells
exp_25113,Unknown,other immune cells
exp_25114,vessel,vessel
exp_25115,Unknown,tumour
exp_25116,CD4 T cells,CD4 T cells
exp_25117,tumour,tumour
exp_25118,tumour,tumour
exp_25119,tumour,tumour
exp_25120,tumour,tumour
exp_25121,tumour,other immune cells
exp_25122,myCAFs,myCAFs
exp_25123,other immune cells,other immune cells
exp_25124,CD4 T cells,CD4 T cells
exp_25125,other immune cells,other immune cells
exp_25126,vessel,vessel
exp_25127,Unknown,tumour
exp_25128,tumour,tumour
exp_25129,CD4 T cells,CD4 T cells
exp_25130,PDPN+ CAFs,PDPN+ CAFs
exp_25131,Unknown,tumour
exp_25132,Unknown,vessel
exp_25133,Monocytes,Monocytes
exp_25134,tumour,tumour
exp_25135,tumour,tumour
exp_25136,Unknown,PDPN+ CAFs
exp_25137,tumour,tumour
exp_25138,PDPN+ CAFs,other immune cells
exp_25139,tumour,T cells
exp_25140,vessel,T cells
exp_25141,tumour,other immune cells
exp_25142,Unknown,vessel
exp_25143,myCAFs,myCAFs
exp_25144,other immune cells,other immune cells
exp_25145,tumour,tumour
exp_25146,tumour,tumour
exp_25147,tumour,tumour
exp_25148,tumour,tumour
exp_25149,tumour,tumour
exp_25150,T cells,T cells
exp_25151,tumour,T cells
exp_25152,Monocytes,Monocytes
exp_25153,Monocytes,Monocytes
exp_25154,Unknown,myCAFs
exp_25155,tumour,tumour
exp_25156,T cells,T cells
exp_25157,tumour,tumour
exp_25158,tumour,tumour
exp_25159,tumour,other immune cells
exp_25160,tumour,tumour
exp_25161,tumour,tumour
exp_25162,T cells,T cells
exp_25163,myCAFs,Monocytes
exp_25164,myCAFs,myCAFs
exp_25165,vessel,vessel
exp_25166,CD4 T cells,T cells
exp_25167,other immune cells,other immune cells
exp_25168,vessel,vessel
exp_25169,myCAFs,myCAFs
exp_25170,tumour,tumour
exp_25171,tumour,tumour
exp_25172,tumour,tumour
exp_25173,other immune cells,other immune cells
exp_25174,T cells,T cells
exp_25175,tumour,tumour
exp_25176,T cells,T cells
exp_25177,tumour,CD4 T cells
exp_25178,vessel,vessel
exp_25179,myCAFs,myCAFs
exp_25180,CD4 T cells,CD4 T cells
exp_25181,vessel,vessel
exp_25182,tumour,tumour
exp_25183,tumour,tumour
exp_25184,tumour,tumour
exp_25185,tumour,Monocytes
exp_25186,Unknown,vessel
exp_25187,Unknown,vessel
exp_25188,tumour,tumour
exp_25189,tumour,other immune cells
exp_25190,other immune cells,other immune cells
exp_25191,myCAFs,myCAFs
exp_25192,tumour,tumour
exp_25193,myCAFs,myCAFs
exp_25194,myCAFs,myCAFs
exp_25195,CD4 T cells,CD4 T cells
exp_25196,other immune cells,tumour
exp_25197,tumour,tumour
exp_25198,CD4 T cells,CD4 T cells
exp_25199,tumour,tumour
exp_25200,Macrophages,Macrophages
exp_25201,vessel,vessel
exp_25202,Unknown,myCAFs
exp_25203,tumour,tumour
exp_25204,tumour,tumour
exp_25205,tumour,tumour
exp_25206,myCAFs,other immune cells
exp_25207,Unknown,Dendritic cells
exp_25208,tumour,tumour
exp_25209,myCAFs,myCAFs
exp_25210,tumour,tumour
exp_25211,myCAFs,myCAFs
exp_25212,tumour,CD4 T cells
exp_25213,Unknown,tumour
exp_25214,Monocytes,Monocytes
exp_25215,CD4 T cells,CD4 T cells
exp_25216,tumour,tumour
exp_25217,tumour,tumour
exp_25218,other immune cells,other immune cells
exp_25219,vessel,vessel
exp_25220,other immune cells,other immune cells
