cell_id,group
aapafkip-1,pancreatic ductal epithelium
aapageeb-1,pancreatic ductal epithelium
aapaldef-1,pancreatic acinar epithelium
aapbbkcf-1,pancreatic acinar epithelium
aapcegad-1,T cells
aapcgnoo-1,pancreatic ductal epithelium
aapcikjp-1,pancreatic ductal epithelium
aapcleap-1,pancreatic acinar epithelium
aapcmmbj-1,pancreatic acinar epithelium
aapcnkfb-1,pancreatic acinar epithelium
aapdekmo-1,pancreatic acinar epithelium
aapdhkpp-1,Myeloid cells
aapdidfc-1,pancreatic ductal epithelium
aapeajec-1,Endothelial cells
aapeiaoo-1,pancreatic acinar epithelium
aapffbij-1,pancreatic acinar epithelium
aapfnfja-1,Endothelial cells
aapfogjj-1,Fibroblasts
aapgkgch-1,Endothelial cells
aapgopoa-1,pancreatic acinar epithelium
aaphaomj-1,pancreatic acinar epithelium
aaphepkc-1,pancreatic ductal epithelium
aaphgjfg-1,pancreatic acinar epithelium
aaphhapd-1,pancreatic acinar epithelium
aapholla-1,pancreatic acinar epithelium
aapibpid-1,pancreatic ductal epithelium
aapigdmo-1,pancreatic ductal epithelium
aapilcce-1,pancreatic ductal epithelium
aapjbmpg-1,Fibroblasts
aapjofcl-1,Myeloid cells
aapldomd-1,pancreatic ductal epithelium
aapmgbhh-1,Fibroblasts
aapmilbp-1,Myeloid cells
aapmmlle-1,Myeloid cells
aapnbnlp-1,Fibroblasts
aapnipoe-1,Fibroblasts
aapnmmkm-1,Fibroblasts
aapogdld-1,Fibroblasts
aappbbgg-1,pancreatic acinar epithelium
aappebhj-1,Myeloid cells
abaahfko-1,Fibroblasts
abaaifbd-1,pancreatic acinar epithelium
abaaokdb-1,pancreatic acinar epithelium
ababcbed-1,Myeloid cells
ababgjjf-1,pancreatic acinar epithelium
ababhifh-1,Fibroblasts
abadkdea-1,Fibroblasts
abadlfpp-1,Endothelial cells
abaegodb-1,pancreatic acinar epithelium
abaeibhd-1,Myeloid cells
abaeingi-1,T cells
abaekgea-1,Endothelial cells
abafedjl-1,Endothelial cells
abafiapl-1,Myeloid cells
abafijoh-1,Endothelial cells
abafkmbd-1,Myeloid cells
abafkmfk-1,pancreatic ductal epithelium
abafnenh-1,pancreatic ductal epithelium
abafpnda-1,pancreatic acinar epithelium
abagcbei-1,pancreatic ductal epithelium
abagniml-1,pancreatic acinar epithelium
abagpenm-1,pancreatic acinar epithelium
abahjilo-1,pancreatic ductal epithelium
abahkmci-1,pancreatic acinar epithelium
abahmdcm-1,Endothelial cells
abahoeaf-1,pancreatic acinar epithelium
abaihjcc-1,pancreatic ductal epithelium
abaiobbg-1,pancreatic ductal epithelium
abajcjda-1,pancreatic acinar epithelium
